timestamp,road_id,vehicle_count,current_speed_kmh,density,stress_level
1,AB,8,42.0,0.8,0.24
1,BA,0,60.0,0.0,0.0
1,BC,0,50.0,0.0,0.0
1,CB,0,50.0,0.0,0.0
1,DE,0,50.0,0.0,0.0
1,ED,0,50.0,0.0,0.0
1,EF,0,50.0,0.0,0.0
1,FE,0,50.0,0.0,0.0
1,GH,0,50.0,0.0,0.0
1,HG,0,50.0,0.0,0.0
1,HI,0,50.0,0.0,0.0
1,IH,0,50.0,0.0,0.0
1,AD,0,50.0,0.0,0.0
1,DA,0,50.0,0.0,0.0
1,DG,0,50.0,0.0,0.0
1,GD,0,50.0,0.0,0.0
1,BE,0,50.0,0.0,0.0
1,EB,0,50.0,0.0,0.0
1,EH,0,50.0,0.0,0.0
1,HE,0,50.0,0.0,0.0
1,CF,0,50.0,0.0,0.0
1,FC,0,50.0,0.0,0.0
1,FI,0,50.0,0.0,0.0
1,IF,0,50.0,0.0,0.0
2,AB,8,42.0,0.8,0.24
2,BA,0,60.0,0.0,0.0
2,BC,0,50.0,0.0,0.0
2,CB,0,50.0,0.0,0.0
2,DE,0,50.0,0.0,0.0
2,ED,0,50.0,0.0,0.0
2,EF,0,50.0,0.0,0.0
2,FE,0,50.0,0.0,0.0
2,GH,0,50.0,0.0,0.0
2,HG,0,50.0,0.0,0.0
2,HI,0,50.0,0.0,0.0
2,IH,0,50.0,0.0,0.0
2,AD,0,50.0,0.0,0.0
2,DA,0,50.0,0.0,0.0
2,DG,0,50.0,0.0,0.0
2,GD,0,50.0,0.0,0.0
2,BE,0,50.0,0.0,0.0
2,EB,0,50.0,0.0,0.0
2,EH,0,50.0,0.0,0.0
2,HE,0,50.0,0.0,0.0
2,CF,0,50.0,0.0,0.0
2,FC,0,50.0,0.0,0.0
2,FI,0,50.0,0.0,0.0
2,IF,0,50.0,0.0,0.0
3,AB,8,42.0,0.8,0.24
3,BA,0,60.0,0.0,0.0
3,BC,0,50.0,0.0,0.0
3,CB,0,50.0,0.0,0.0
3,DE,0,50.0,0.0,0.0
3,ED,0,50.0,0.0,0.0
3,EF,0,50.0,0.0,0.0
3,FE,0,50.0,0.0,0.0
3,GH,0,50.0,0.0,0.0
3,HG,0,50.0,0.0,0.0
3,HI,0,50.0,0.0,0.0
3,IH,0,50.0,0.0,0.0
3,AD,0,50.0,0.0,0.0
3,DA,0,50.0,0.0,0.0
3,DG,0,50.0,0.0,0.0
3,GD,0,50.0,0.0,0.0
3,BE,0,50.0,0.0,0.0
3,EB,0,50.0,0.0,0.0
3,EH,0,50.0,0.0,0.0
3,HE,0,50.0,0.0,0.0
3,CF,0,50.0,0.0,0.0
3,FC,0,50.0,0.0,0.0
3,FI,0,50.0,0.0,0.0
3,IF,0,50.0,0.0,0.0
4,AB,8,42.0,0.8,0.24
4,BA,0,60.0,0.0,0.0
4,BC,0,50.0,0.0,0.0
4,CB,0,50.0,0.0,0.0
4,DE,0,50.0,0.0,0.0
4,ED,0,50.0,0.0,0.0
4,EF,0,50.0,0.0,0.0
4,FE,0,50.0,0.0,0.0
4,GH,0,50.0,0.0,0.0
4,HG,0,50.0,0.0,0.0
4,HI,0,50.0,0.0,0.0
4,IH,0,50.0,0.0,0.0
4,AD,0,50.0,0.0,0.0
4,DA,0,50.0,0.0,0.0
4,DG,0,50.0,0.0,0.0
4,GD,0,50.0,0.0,0.0
4,BE,0,50.0,0.0,0.0
4,EB,0,50.0,0.0,0.0
4,EH,0,50.0,0.0,0.0
4,HE,0,50.0,0.0,0.0
4,CF,0,50.0,0.0,0.0
4,FC,0,50.0,0.0,0.0
4,FI,0,50.0,0.0,0.0
4,IF,0,50.0,0.0,0.0
5,AB,8,42.0,0.8,0.24
5,BA,0,60.0,0.0,0.0
5,BC,0,50.0,0.0,0.0
5,CB,0,50.0,0.0,0.0
5,DE,0,50.0,0.0,0.0
5,ED,0,50.0,0.0,0.0
5,EF,0,50.0,0.0,0.0
5,FE,0,50.0,0.0,0.0
5,GH,0,50.0,0.0,0.0
5,HG,0,50.0,0.0,0.0
5,HI,0,50.0,0.0,0.0
5,IH,0,50.0,0.0,0.0
5,AD,0,50.0,0.0,0.0
5,DA,0,50.0,0.0,0.0
5,DG,0,50.0,0.0,0.0
5,GD,0,50.0,0.0,0.0
5,BE,0,50.0,0.0,0.0
5,EB,0,50.0,0.0,0.0
5,EH,0,50.0,0.0,0.0
5,HE,0,50.0,0.0,0.0
5,CF,0,50.0,0.0,0.0
5,FC,0,50.0,0.0,0.0
5,FI,0,50.0,0.0,0.0
5,IF,0,50.0,0.0,0.0
6,AB,8,42.0,0.8,0.24
6,BA,0,60.0,0.0,0.0
6,BC,0,50.0,0.0,0.0
6,CB,0,50.0,0.0,0.0
6,DE,0,50.0,0.0,0.0
6,ED,0,50.0,0.0,0.0
6,EF,0,50.0,0.0,0.0
6,FE,0,50.0,0.0,0.0
6,GH,0,50.0,0.0,0.0
6,HG,0,50.0,0.0,0.0
6,HI,0,50.0,0.0,0.0
6,IH,0,50.0,0.0,0.0
6,AD,0,50.0,0.0,0.0
6,DA,0,50.0,0.0,0.0
6,DG,0,50.0,0.0,0.0
6,GD,0,50.0,0.0,0.0
6,BE,0,50.0,0.0,0.0
6,EB,0,50.0,0.0,0.0
6,EH,0,50.0,0.0,0.0
6,HE,0,50.0,0.0,0.0
6,CF,0,50.0,0.0,0.0
6,FC,0,50.0,0.0,0.0
6,FI,0,50.0,0.0,0.0
6,IF,0,50.0,0.0,0.0
7,AB,8,42.0,0.8,0.24
7,BA,0,60.0,0.0,0.0
7,BC,0,50.0,0.0,0.0
7,CB,0,50.0,0.0,0.0
7,DE,0,50.0,0.0,0.0
7,ED,0,50.0,0.0,0.0
7,EF,0,50.0,0.0,0.0
7,FE,0,50.0,0.0,0.0
7,GH,0,50.0,0.0,0.0
7,HG,0,50.0,0.0,0.0
7,HI,0,50.0,0.0,0.0
7,IH,0,50.0,0.0,0.0
7,AD,0,50.0,0.0,0.0
7,DA,0,50.0,0.0,0.0
7,DG,0,50.0,0.0,0.0
7,GD,0,50.0,0.0,0.0
7,BE,0,50.0,0.0,0.0
7,EB,0,50.0,0.0,0.0
7,EH,0,50.0,0.0,0.0
7,HE,0,50.0,0.0,0.0
7,CF,0,50.0,0.0,0.0
7,FC,0,50.0,0.0,0.0
7,FI,0,50.0,0.0,0.0
7,IF,0,50.0,0.0,0.0
8,AB,8,42.0,0.8,0.24
8,BA,0,60.0,0.0,0.0
8,BC,0,50.0,0.0,0.0
8,CB,0,50.0,0.0,0.0
8,DE,0,50.0,0.0,0.0
8,ED,0,50.0,0.0,0.0
8,EF,0,50.0,0.0,0.0
8,FE,0,50.0,0.0,0.0
8,GH,0,50.0,0.0,0.0
8,HG,0,50.0,0.0,0.0
8,HI,0,50.0,0.0,0.0
8,IH,0,50.0,0.0,0.0
8,AD,0,50.0,0.0,0.0
8,DA,0,50.0,0.0,0.0
8,DG,0,50.0,0.0,0.0
8,GD,0,50.0,0.0,0.0
8,BE,0,50.0,0.0,0.0
8,EB,0,50.0,0.0,0.0
8,EH,0,50.0,0.0,0.0
8,HE,0,50.0,0.0,0.0
8,CF,0,50.0,0.0,0.0
8,FC,0,50.0,0.0,0.0
8,FI,0,50.0,0.0,0.0
8,IF,0,50.0,0.0,0.0
9,AB,7,48.0,0.7,0.14
9,BA,0,60.0,0.0,0.0
9,BC,0,50.0,0.0,0.0
9,CB,0,50.0,0.0,0.0
9,DE,0,50.0,0.0,0.0
9,ED,0,50.0,0.0,0.0
9,EF,0,50.0,0.0,0.0
9,FE,0,50.0,0.0,0.0
9,GH,0,50.0,0.0,0.0
9,HG,0,50.0,0.0,0.0
9,HI,0,50.0,0.0,0.0
9,IH,0,50.0,0.0,0.0
9,AD,1,50.0,0.1,0.0
9,DA,0,50.0,0.0,0.0
9,DG,0,50.0,0.0,0.0
9,GD,0,50.0,0.0,0.0
9,BE,0,50.0,0.0,0.0
9,EB,0,50.0,0.0,0.0
9,EH,0,50.0,0.0,0.0
9,HE,0,50.0,0.0,0.0
9,CF,0,50.0,0.0,0.0
9,FC,0,50.0,0.0,0.0
9,FI,0,50.0,0.0,0.0
9,IF,0,50.0,0.0,0.0
10,AB,7,48.0,0.7,0.14
10,BA,0,60.0,0.0,0.0
10,BC,0,50.0,0.0,0.0
